key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-397594343,"Street Tree Pits as Bioretention Units: Analysis of Their Performance in a Residential Area of Montreal, Canada",2019,,,ProQuest Dissertations and Theses,9798684636981,,28244168,117,"Frosi, Marcelo Henrique and Clark, Grant",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fstreet-tree-pits-as-bioretention-units-analysis%2Fdocview%2F2451400700%2Fse-2%3Faccountid%3D10246,English,"McGill University (Canada)     PP  - Canada -- Quebec, CA",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-13 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: wrong outcome",,Stormwater runoff;Bioretention;Soil sciences;Urban forestry;Environmental engineering;0281:Urban Forestry;0481:Soil sciences;0775:Environmental engineering;Canada,,
rayyan-397594344,Adaptive and Exible Approaches for Water Resources Planning Under Uncertainty,2019,,,PQDT - UK & Ireland,,,28047087,,"Pachos, Kevis",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fadaptive-exible-approaches-water-resources%2Fdocview%2F2411660262%2Fse-2%3Faccountid%3D10246,English,"University of London, University College London (United Kingdom)     PP  - England",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Analyte descriptor - Bibliographic data provided by EThOS, the British Library’s UK thesis service. https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.798604
Last updated - 2021-09-29 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,798604;Supply & demand;Water supply;Planning;Decision making;Case studies,,
rayyan-397594345,Middle Matters: Intermediaries and the Practice of Home Energy Retrofit,2019,,,PQDT - Global,9781392873069,,27770733,272,"Moore, Alastair W. and Bouzarovski, Stefan and Petrova, Saska",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fmiddle-matters-intermediaries-practice-home%2Fdocview%2F2410017932%2Fse-2%3Faccountid%3D10246,English,The University of Manchester (United Kingdom)     PP  - England,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-10-25 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not forest",,Mitigating climate change;Home energy retrofits;Design;Sustainability;0389:Design;0640:Sustainability,,
rayyan-397594347,Assessment of Forest Fire Risk in the Atlantic Coast of Uruguay,2019,,,PQDT - Global,9781658481229,,27933842,220,"Ramos, Virginia Myrian Fernández",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fassessment-forest-fire-risk-atlantic-coast%2Fdocview%2F2405648410%2Fse-2%3Faccountid%3D10246,English,Universidade de Aveiro (Portugal)     PP  - Portugal,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-06-04 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not temperate",,Forest fires;Geographic information science;Remote sensing;Forestry;Environmental engineering;Environmental management;0370:Geographic information science;0478:Forestry;0474:Environmental management;0799:Remote sensing;0775:Environmental engineering,,
rayyan-397594348,"Quantifying Photosynthesis, Stomatal Conductance and Transpiration Response of Crepe Myrtle (<em>Lagerstroemia indica</em>) to Flooding at Elevated CO<sub>2</sub> Settings",2019,,,ProQuest Dissertations and Theses,9798641842844,,27666392,175,"Lane-Thomas, Wilbert Lee and Ning, Zhu H and Walker, Calvin R",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fquantifying-photosynthesis-stomatal-conductance%2Fdocview%2F2403093633%2Fse-2%3Faccountid%3D10246,English,Southern University and Agricultural and Mechanical College     PP  - United States -- Louisiana,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-02-10 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Elevated CO2;Flood control;Flooding;Photosynthesis;Stomatal conductance;Transpiration;Urban forestry;Urban planning;Agriculture;0281:Urban Forestry;0473:Agriculture;0999:Urban planning;Stomatitis,,
rayyan-397594349,A Remote Sensing Approach to the Quantification of Local to Global Scale Social-Ecological Impacts of Anthropogenic Landscape Changes,2019,,,PQDT - Global,9781658480710,,27933807,202,"Padmanaban, Rajchandar and Cabral, Pedro and Bhowmik, Avit",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fremote-sensing-approach-quantification-local%2Fdocview%2F2401935345%2Fse-2%3Faccountid%3D10246,English,Universidade NOVA de Lisboa (Portugal)     PP  - Portugal,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-05-25 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: wrong outcome",,Anthropogenic changes;Land cover change;Ecology;Geographic information science;Remote sensing;0370:Geographic information science;0329:Ecology;0799:Remote sensing,,
rayyan-397594350,"The Effects of Impervious Surface on Urban Tree Conditions and Pest Abundance, and How Natural Ranges Can Affect Urban Stress",2019,,,ProQuest Dissertations and Theses,9781658411868,,27814942,61,"McAreavy, Ian Craig and Brandenburg, Rick and Sorenson, Clyde and Frank, Steven",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Feffects-impervious-surface-on-urban-tree%2Fdocview%2F2400642448%2Fse-2%3Faccountid%3D10246,English,North Carolina State University     PP  - United States -- North Carolina,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-05-25 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: wrong outcome",,Entomology;0353:Entomology,,
rayyan-397594352,Cultivating the Desperation Point: Amplifying the Perceptibility of Climate Resilient Design,2019,,,ProQuest Dissertations and Theses,9781392706831,,27670429,109,"Scholten, Ariel and Cohan, Peter and Rottle, Nancy",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fcultivating-desperation-point-amplifying%2Fdocview%2F2384198873%2Fse-2%3Faccountid%3D10246,English,University of Washington     PP  - United States -- Washington,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-05-26 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not climate solution",,Copenhagen;Sculpture parks;Denmark;Landscape architecture;Architecture;Climate change;0404:Climate Change;0390:Landscape architecture;0729:Architecture,,
rayyan-397594353,Innovating Green Stormwater Infrastructure for Nutrient Management: Long-Term Field and Modeling Studies of Conventional and Modified Denitrifying Bioretention Systems,2019,,,ProQuest Dissertations and Theses,9781392465059,,27549035,147,"Lopez-Ponnada, Emma V. and Mihelcic, James and Ergas, Sarina",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Finnovating-green-stormwater-infrastructure%2Fdocview%2F2376245616%2Fse-2%3Faccountid%3D10246,English,University of South Florida     PP  - United States -- Florida,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-06-04 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,Biofilter;Community engagement;Low impact development;Nitrification;Reactive nitrogen;Service learning;Environmental engineering;Urban planning;Hydraulic engineering;Civil engineering;Water resources management;0999:Urban planning;0543:Civil engineering;0218:Hydraulic engineering;0775:Environmental engineering;0595:Water Resources Management,,
rayyan-397594354,An Analysis of Urban Forest Policy: A Case Study of Three Mid-size Cities in Southwestern Ontario,2019,,,ProQuest Dissertations and Theses,9781392373309,,27795774,71,"Irwin, Maxwell",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fanalysis-urban-forest-policy-case-study-three-mid%2Fdocview%2F2371722210%2Fse-2%3Faccountid%3D10246,English,"Queen's University (Canada)     PP  - Canada -- Ontario, CA",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-13 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not climate solution",,Urban forest policy;Mid-sized cities;Southwestern Ontario;Canada;Canadian studies;Urban forestry;0281:Urban Forestry;0385:Canadian studies,,
rayyan-397594355,Impact of Biochar Urban Soil Amendment on Soil Carbon Dioxide Flux and Shoot Growth of Live Oak Saplings in Louisiana,2019,,,ProQuest Dissertations and Theses,9781392872710,,27669614,97,"Falodun, Olushola and Abdollahi, Kamran",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fimpact-biochar-urban-soil-amendment-on-carbon%2Fdocview%2F2337433759%2Fse-2%3Faccountid%3D10246,English,Southern University and Agricultural and Mechanical College     PP  - United States -- Louisiana,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-05-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: wrong outcome",,Biochar urban soil amendment;Soil carbon dioxide flux;Shoot growth;Live oak saplings;Louisiana;Urban forestry;Natural resource management;Soil sciences;0281:Urban Forestry;0481:Soil sciences;0528:Natural Resource Management;Carbon Dioxide,,
rayyan-397594357,A Posthumanist Study of Health and the Food System: Vegetal Politics in Toronto Urban Gardens in the Anthropocene,2019,,,ProQuest Dissertations and Theses,9781392888681,,27539866,209,"Elton, Sarah and Poland, Blake",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fposthumanist-study-health-food-system-vegetal%2Fdocview%2F2316838709%2Fse-2%3Faccountid%3D10246,English,"University of Toronto (Canada)     PP  - Canada -- Ontario, CA",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-14 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Gardens;Human-nature relationship;Non-human agency;Posthumanism;Urban agriculture;Toronto;Social research;Environmental health;Sustainability;Canadian studies;0344:Social research;0385:Canadian studies;0470:Environmental Health;0640:Sustainability;Health Food,,
rayyan-397594358,The Influence of a Growing Urban Tree Canopy on Municipalities and Urban Stormwater: A Cost Analysis,2019,,,ProQuest Dissertations and Theses,9781687920447,,22620825,64,"Rain, Lisa and Foltz, Franz",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Finfluence-growing-urban-tree-canopy-on%2Fdocview%2F2316003656%2Fse-2%3Faccountid%3D10246,English,Rochester Institute of Technology     PP  - United States -- New York,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-05-26 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: wrong outcome",,Cost benefits analysis;Expanding tree canopy;Stormwater;Trees;Urban tree canopy;Water quality;Environmental science;Urban forestry;Urban planning;Hydrologic sciences;Natural resource management;Water resources management;Climate change;0281:Urban Forestry;0388:Hydrologic sciences;0999:Urban planning;0404:Climate Change;0768:Environmental science;0595:Water Resources Management;0528:Natural Resource Management,,
rayyan-397594359,Dwelling in the Flame: An Architectural Response to Developing in Fire-Prone Areas within the Wildland-Urban Interface,2019,,,ProQuest Dissertations and Theses,9781687936714,,27539100,69,"Willittes, LeAnne M.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fdwelling-flame-architectural-response-developing%2Fdocview%2F2316003644%2Fse-2%3Faccountid%3D10246,English,University of Cincinnati     PP  - United States -- Ohio,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-05-25 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: wrong outcome",,Climate resilient design;Tubbs fire;Coffey Park;Community development;Fire prevention;Architecture;0729:Architecture,,
rayyan-397594360,Earthworm Communities in Hong Kong and Their Ecosystem Functions in Soil Greenhouse Gas Balance and Nutrient Cycling.,2019,,,PQDT - Global,978-1-392-07775-7,,13890440,234,"Law, Man Suet Michelle and Yongqin, David",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fearthworm-communities-hong-kong-their-ecosystem%2Fdocview%2F2315246453%2Fse-2%3Faccountid%3D10246,English,The Chinese University of Hong Kong (Hong Kong)     PP  - Hong Kong,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-03 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not temperate",,Balance;Biogeochemistry;Communities;Cycling;Earthworm;Earthworm ecology;Ecosystem;Ecosystem function;Functions;Gas;Greenhouse;Hong;Kong;Nutrient;Nutrient cycling;Soil;Soil ecology;Soil greenhouse gas;Soil sciences;Ecology;0425:Biogeochemistry;Hong Kong;Food,,
rayyan-397594361,Understanding Fire Behavior Mechanics in a Complex Landscape: Simulating Wildfires in Northeastern Minnesota,2019,,,ProQuest Dissertations and Theses,9781088352144,,22587214,93,"Olbrich, Jacob and Wolter, Peter T",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Funderstanding-fire-behavior-mechanics-complex%2Fdocview%2F2310307779%2Fse-2%3Faccountid%3D10246,English,Iowa State University     PP  - United States -- Iowa,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-11-14 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not urban",,FARSITE;LANDFIRE;Minnesota;Remote Sensing;Simulations;Wildfire;Forestry;Geographic information science;0370:Geographic information science;0478:Forestry,,
rayyan-397594362,Tree-mediated Water-nutrient Fluxes from the Microbial to Regional Scale: Insights from Mixed-deciduous Forests in the Northeastern United States,2019,,,ProQuest Dissertations and Theses,9781687973238,,13901165,176,"Hudson, Janice E. and Levia, Delphis F",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Ftree-mediated-water-nutrient-fluxes-microbial%2Fdocview%2F2307474511%2Fse-2%3Faccountid%3D10246,English,University of Delaware     PP  - United States -- Delaware,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-06-04 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,base cations;biogeochemical cycling;ecohydrology;microbial ecology;phenophase;urban-rural gradient;Geography;Ecology;Biogeochemistry;0329:Ecology;0366:Geography;0425:Biogeochemistry;United States;New England,,
rayyan-397594363,In the Shadow of Industry: The Lively Decay of Mill Creek Ravine,2019,,,ProQuest Dissertations and Theses,9781088310885,,13901017,406,"Stewart, Haeden Eli and Dawdy, Shannon",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fshadow-industry-lively-decay-mill-creek-ravine%2Fdocview%2F2306303789%2Fse-2%3Faccountid%3D10246,English,The University of Chicago     PP  - United States -- Illinois,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-09-04 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,Anthropology of waste;Archaeology of the contemporary;Historical archaeology;Industrial archaeology;Western Canada;Archaeology;Canadian history;0324:Archaeology;0334:Canadian history,,
rayyan-397594364,"Reconstituting the Nature of the Nation: Extractivism, Biodiversity, and the Rights of Nature in Ecuador",2019,,,ProQuest Dissertations and Theses,9781088323205,,22583405,361,"Denning, Nicholas Carby and Gal, Susan",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Freconstituting-nature-nation-extractivism%2Fdocview%2F2303309238%2Fse-2%3Faccountid%3D10246,English,The University of Chicago     PP  - United States -- Illinois,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-09-04 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not temperate",,biodiversity;extractivism;indigeneity;oil;rights of nature;social movements;Cultural anthropology;Latin American studies;Environmental studies;0477:Environmental Studies;0550:Latin American Studies;0326:Cultural anthropology,,
rayyan-397594365,Cultivating Contamination: Floating In-Situ,2019,,,ProQuest Dissertations and Theses,9781088307069,,13900698,74,"Krause, Sophie M and Way, Thaisa and Yocom, Ken",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fcultivating-contamination-floating-situ%2Fdocview%2F2303231409%2Fse-2%3Faccountid%3D10246,English,University of Washington     PP  - United States -- Washington,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-05-17 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not forest",,Bioremediation;Floodwall;Infrastructure;Landscape;Lower Duwamish Waterway;Restoration;Landscape architecture;Environmental cleanup;Environmental engineering;0390:Landscape architecture;0775:Environmental engineering,,
rayyan-397594366,Anthropogenic Impacts on High-Latitude Ecosystems: Shrubs Will Grow. Will Nitrogen Flow?,2019,,,ProQuest Dissertations and Theses,9781085774123,,13885539,139,"Ackerman, Daniel E. and Finlay, Jacques and Griffin, Daniel",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fanthropogenic-impacts-on-high-latitude-ecosystems%2Fdocview%2F2302689357%2Fse-2%3Faccountid%3D10246,English,University of Minnesota     PP  - United States -- Minnesota,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-12-07 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not urban",,Eutrophication;Arctic tundra;Bio-reactive nitrogen;Ecology;0329:Ecology;Nitrogen,,
rayyan-397594367,Land Use Controls on Groundwater Inputs to Streams during Floods,2019,,,ProQuest Dissertations and Theses,9781085747653,,22616913,66,"Deeba, Emily A. and Hasenmueller, Elizabeth",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fland-use-controls-on-groundwater-inputs-streams%2Fdocview%2F2294095216%2Fse-2%3Faccountid%3D10246,English,Saint Louis University     PP  - United States -- Missouri,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-08-19 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Flooding;Groundwater;Hydrology;Land use;Urbanization;Environmental science;Water resources management;Land use planning;0536:Land Use Planning;0768:Environmental science;0595:Water Resources Management,,
rayyan-397594368,"Households' Preferences and Willingness to Pay for Hydrological Services in Veracruz, Mexico",2019,,,ProQuest Dissertations and Theses,9781085577311,,13863229,72,"McGinnis, Ian Roberts and Atallah, Shadi",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fhouseholds-preferences-willingness-pay%2Fdocview%2F2273439522%2Fse-2%3Faccountid%3D10246,English,University of New Hampshire     PP  - United States -- New Hampshire,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-05-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: wrong outcome",,Choice experiment;Ecosystem service valuation;Hydrological services;Non-market valuation;Environmental economics;Economics;0501:Economics;0438:Environmental economics;Mexico,,
rayyan-397594369,Impacts of Anthropogenic Noise on Aquatic Invertebrates in Wetland Habitats,2019,,,ProQuest Dissertations and Theses,9781085652858,,27534729,128,"Hopson, Adrienne M. and de Szalay, Ferenc",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fimpacts-anthropogenic-noise-on-aquatic%2Fdocview%2F2272840233%2Fse-2%3Faccountid%3D10246,English,Kent State University     PP  - United States -- Ohio,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-23 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not climate solution",,Wetlands;Anthropogenic noise;Aquatic invertebrates;Crayfish and sound;Ecology;Aquatic sciences;Fisheries;0329:Ecology;0792:Aquatic sciences,,
rayyan-397594370,"The Music of Science: Environmentalist Data Sonifications, Interdisciplinary Art, and the Narrative of Climate Change",2019,,,ProQuest Dissertations and Theses,9781085566803,,13811892,135,"Hilgren, Bailey and Von Glahn, Denise",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fmusic-science-environmentalist-data-sonifications%2Fdocview%2F2272212575%2Fse-2%3Faccountid%3D10246,English,The Florida State University     PP  - United States -- Florida,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-05-19 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: wrong outcome",,Climate change;Data sonification;Ecological art;Environmental sustainability;Interdisciplinary art;Science communication;Music;Sustainability;0413:Music;0640:Sustainability;0404:Climate Change,,
rayyan-397594371,Plant Traits as Predictors of Population Differentiation and Climate Sensitivity: Investigating Gene Flow and Regeneration Niche of Asclepias in the Midwest U.S,2019,,,ProQuest Dissertations and Theses,9781085641548,,13883429,177,"Finch, Jessamine Hope Schmoyer and Young, Kayri",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fplant-traits-as-predictors-population%2Fdocview%2F2271845956%2Fse-2%3Faccountid%3D10246,English,Northwestern University     PP  - United States -- Illinois,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-06-04 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: wrong outcome",,Ecological restoration;Gene flow;Milkweed;Population genetics;Seed biology;Seed sourcing;Botany;Ecology;Conservation biology;0329:Ecology;0309:Botany;0408:Conservation biology;Midwestern United States,,
rayyan-397594372,Impacts of Cyclic Flooding on Three Urban Tree Species at Different CO<sub>2</sub> Settings,2019,,,ProQuest Dissertations and Theses,9781085556910,,13860488,219,"Rankins, Sr., Ansel T. and Ning, Zhu H.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fimpacts-cyclic-flooding-on-three-urban-tree%2Fdocview%2F2267899598%2Fse-2%3Faccountid%3D10246,English,Southern University and Agricultural and Mechanical College     PP  - United States -- Louisiana,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-05-13 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Climate Change;CO2;Flooding;Photosynthesis;Stomatal Conductance;Transpiration;Urban forestry;Climate change;0281:Urban Forestry;0404:Climate Change;Trees,,
rayyan-397594373,Planning for Cougars in an Urban Environment,2019,,,ProQuest Dissertations and Theses,978-1-392-22019-1,,13861655,128,"Brittain, Edward Drew and Dyckman, Caitlin S.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fplanning-cougars-urban-environment%2Fdocview%2F2246039633%2Fse-2%3Faccountid%3D10246,English,Clemson University     PP  - United States -- South Carolina,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-31 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not forest",,Biological sciences;Social sciences;Urban planning;Land use planning;Wildlife management;0999:Urban planning;0536:Land Use Planning;0286:Wildlife Management,,
rayyan-397594374,Relatório de Estágio Guia: Para a Seleção de áRvores em Ambiente Urbano,2018,,,PQDT - Global,9798352632499,,29339774,239,"Queiroz, Ana Rita Vila Verde and Jorge, Ricardo and Bento, Silva and Fernandes, José Carlos Constantino",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Frelat%C3%B3rio-de-est%C3%A1gio-guia-para-sele%C3%A7%C3%A3o-%C3%A1rvores-em%2Fdocview%2F2723854943%2Fse-2%3Faccountid%3D10246,Portuguese,Universidade de Tras-os-Montes e Alto Douro (Portugal)     PP  - Portugal,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-31 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Trees;Vegetation;Parks & recreation areas;Climate change;Cities;Recreation;Wood sciences;0746:Wood sciences;0814:Recreation;0404:Climate Change,,
